marker_type,x,y,z,long_range,area_id
RhyolitePickup,1054383,-16373,1192,f,71
ScrapMetalPart,1043680,-14165,1592,f,71
BasaltOre,1044254,-19127,1417,f,71
ScrapMetalPart,981590,-93825,2916,f,71
RhyolitePickup,1049326,-21095,1176,f,71
ScrapMetalPart,1044499,-13511,1575,f,71
ScrapMetalPart,1051549,-11013,1456,f,71
FuelCellPart,1049374,-10457,1153,f,71
AzuritePickup,997614,-78500,2715,f,71
BasaltOre,1046593,-21266,1276,f,71
BasaltPickup,1044541,-19062,1534,f,71
ScrapMetalWreckage,1053829,-15292,1262,f,71
ScrapMetalPart,1050885,-10507,1298,f,71
ScrapMetalWreckage,1048459,-8839,1116,f,71
FuelCellPart,1046214,-21070,1295,f,71
ScrapMetalPart,1048890,-10804,1287,f,71
ScrapMetalPart,983287,-92681,2889,f,71
ScrapMetalWreckage,982942,-93057,2895,f,71
BasaltPickup,1046545,-20855,1358,f,71
FuelCellPart,983830,-95102,2816,f,71
ScrapMetalWreckage,1054613,-16855,1271,f,71
ScrapMetalPart,1052287,-17032,1720,f,71
ScrapMetalPart,1054082,-15373,1238,f,71
ScrapMetalWreckage,995467,-80008,1681,f,71
ScrapMetalPart,983135,-92926,2885,f,71
BrittleBush,1051302,-19887,1216,f,71
ScrapMetalWreckage,981627,-93553,2926,f,71
FuelCellWreckage,1043383,-18128,1347,f,71
FuelCellWreckage,1049551,-10512,1135,f,71
FuelCellPart,1051189,-10292,1492,f,71
AzuritePickup,1054161,-14829,1311,f,71
RhyolitePickup,1053169,-18088,1218,f,71
RhyolitePickup,1049044,-9370,1103,f,71
ScrapMetalPart,1049063,-10135,1130,f,71
FuelCellPart,1044662,-13878,1643,f,71
ScrapMetalWreckage,1042438,-17864,1491,f,71
ScrapMetalWreckage,1046525,-11934,1696,f,71
BrittleBush,995981,-81274,1632,f,71
ScrapMetalPart,1054638,-15838,1246,f,71
ScrapMetalWreckage,1054712,-16078,1259,f,71
ScrapMetalWreckage,1054457,-15553,1248,f,71
FuelCellPart,1042929,-18570,1420,f,71
FuelCellPart,1046783,-13907,2674,f,71
BrittleBush,1048096,-21172,1215,f,71
ScrapMetalPart,1054581,-17130,1287,f,71
StravidiumPickup,1048885,-19939,1548,f,71
ScrapMetalWreckage,1044503,-13242,1557,f,71
RhyolitePickup,1044513,-14868,1676,f,71
ScrapMetalWreckage,1048792,-10125,1151,f,71
FuelCellPart,1043286,-18810,1371,f,71
ScrapMetalPart,1043053,-14705,1703,f,71
ScrapMetalPart,1054663,-15698,1255,f,71
ScrapMetalPart,1046024,-20730,1364,f,71
ScrapMetalPart,1043302,-15663,1522,f,71
BrittleBush,996270,-84911,1624,f,71
ScrapMetalPart,1042446,-17848,1492,f,71
TitaniumOre,1052654,-17098,1587,f,71
RhyolitePickup,1048657,-9569,1100,f,71
FuelCellPart,1044667,-20227,1272,f,71
AzuritePickup,1047651,-16565,3543,f,71
FuelCellPart,1043412,-18076,1366,f,71
ScrapMetalPart,1050285,-10165,1194,f,71
BrittleBush,984542,-82136,2300,f,71
RhyolitePickup,1044322,-13784,1535,f,71
RhyolitePickup,1048201,-20839,1308,f,71
BrittleBush,1048085,-14570,2835,f,71
ScrapMetalWreckage,1043660,-14145,1598,f,71
ScrapMetalPart,1046279,-12035,1694,f,71
BrittleBush,992689,-86112,1954,f,71
StravidiumOre,1048738,-20322,1454,f,71
FuelCellPart,981802,-98783,2366,f,71
StravidiumPickup,946669,-171925,8015,f,71
FuelCellPart,940398,-177693,9046,f,71
RhyoliteOre,942191,-171643,5925,f,71
BrittleBush,935479,-177403,6168,f,71
AzuriteOre,946335,-176773,5967,f,71
ScrapMetalPart,940873,-172743,5888,f,71
ScrapMetalPart,943801,-172739,6544,f,71
ScrapMetalWreckage,946587,-176122,6163,f,71
ScrapMetalPart,942555,-173207,6239,f,71
BrittleBush,939318,-171922,5397,f,71
ScrapMetalWreckage,940783,-172607,5825,f,71
BasaltPickup,946761,-172658,8232,f,71
BasaltPickup,947575,-170801,7721,f,71
ScrapMetalWreckage,941438,-172956,6026,f,71
ScrapMetalWreckage,942564,-172939,6242,f,71
RhyolitePickup,944878,-177857,5996,f,71
BauxitePickup,949695,-172235,7704,f,71
ScrapMetalPart,941773,-172505,5970,f,71
FuelCellPart,947216,-170806,7719,f,71
RhyolitePickup,938224,-173017,5499,f,71
BrittleBush,946314,-175575,6277,f,71
TitaniumOre,941280,-179202,9108,f,71
StravidiumOre,946817,-171450,7720,f,71
RhyolitePickup,942262,-171280,5881,f,71
RhyolitePickup,942045,-169997,5651,f,71
StravidiumOre,945736,-174029,8488,f,71
ScrapMetalPart,952255,-171000,6343,f,71
AzuritePickup,940814,-170931,5341,f,71
AzuritePickup,946720,-176915,5875,f,71
BauxiteOre,949985,-172184,7736,f,71
ScrapMetalPart,942232,-172330,6077,f,71
BrittleBush,944629,-168475,6010,f,71
FuelCellPart,949666,-168443,6112,f,71
ScrapMetalPart,945841,-179596,5831,f,71
ScrapMetalWreckage,952248,-170977,6327,f,71
ScrapMetalPart,946570,-176117,6152,f,71
ScrapMetalPart,946125,-173896,8455,f,71
ScrapMetalPart,950286,-167547,6069,f,71
FuelCellPart,939307,-177281,9135,f,71
BasaltOre,947765,-170565,7710,f,71
BrittleBush,949535,-170898,7104,f,71
BasaltOre,947092,-172249,8170,f,71
TitaniumPickup,940929,-179329,9126,f,71
ScrapMetalPart,941237,-173132,6070,f,71
ScrapMetalWreckage,941969,-172573,6031,f,71
ScrapMetalWreckage,949042,-167010,5760,f,71
BrittleBush,942211,-174027,6249,f,71
BrittleBush,936914,-174096,5883,f,71
AzuritePickup,950881,-173524,6218,f,71
ScrapMetalPart,949164,-167180,5836,f,71
AzuritePickup,942139,-173435,6184,f,71
ScrapMetalWreckage,933117,-179990,5297,f,71
ScrapMetalPart,917970,-190032,3388,f,78
RhyolitePickup,912838,-195883,5254,f,78
ScrapMetalWreckage,919742,-210822,3195,f,78
ScrapMetalPart,927946,-201105,2907,f,78
ScrapMetalWreckage,914164,-197019,4498,f,78
AzuritePickup,913429,-196995,4667,f,78
FuelCellPart,918329,-202681,5989,f,78
StravidiumOre,922237,-205889,7774,f,78
RhyolitePickup,910355,-200861,3061,f,78
ScrapMetalPart,916727,-188517,2995,f,78
AzuritePickup,926660,-193059,3169,f,78
BrittleBush,917877,-189222,3067,f,78
ScrapMetalPart,922667,-199436,4265,f,78
BrittleBush,926455,-196669,4490,f,78
ScrapMetalWreckage,913049,-198862,4109,f,78
BrittleBush,915851,-197569,4104,f,78
ScrapMetalPart,928181,-195474,2982,f,78
RhyolitePickup,918505,-189173,3140,f,78
ScrapMetalPart,918766,-194747,4591,f,78
ScrapMetalPart,915473,-202035,4167,f,78
ScrapMetalWreckage,918036,-190170,3422,f,78
ScrapMetalWreckage,932503,-179716,5308,f,71
RhyolitePickup,913701,-197254,4541,f,78
ScrapMetalPart,914429,-200837,4034,f,78
ScrapMetalWreckage,912982,-188722,2883,f,78
ScrapMetalPart,932483,-179876,5274,f,71
ScrapMetalPart,911271,-204765,3043,f,78
ScrapMetalPart,919244,-201225,6174,f,78
RhyolitePickup,927746,-200395,2997,f,78
ScrapMetalPart,923007,-194706,7124,f,78
FuelCellPart,913894,-205667,3333,f,78
ScrapMetalPart,903134,-194106,3178,f,78
ScrapMetalWreckage,923001,-194433,7127,f,78
StravidiumPickup,916884,-195519,5310,f,78
BrittleBush,909383,-200670,3147,f,78
ScrapMetalPart,918397,-196384,4477,f,78
ScrapMetalPart,916116,-210269,2922,f,78
RhyolitePickup,914531,-209544,3150,f,78
ScrapMetalPart,910485,-202173,3012,f,78
BasaltOre,922517,-208065,7605,f,78
ScrapMetalPart,928187,-197838,2928,f,78
FuelCellPart,941554,-183268,5777,f,71
ScrapMetalWreckage,904678,-192927,2870,f,78
ScrapMetalWreckage,928349,-197862,2882,f,78
ScrapMetalPart,922983,-199824,4185,f,78
BrittleBush,923187,-198766,4197,f,78
StravidiumOre,916810,-195115,5474,f,78
ScrapMetalWreckage,922521,-199455,4281,f,78
AzuritePickup,919280,-196300,4332,f,78
FuelCellPart,926315,-193131,3118,f,78
FuelCellPart,922317,-206706,7607,f,78
ScrapMetalWreckage,933047,-179232,5453,f,71
ScrapMetalPart,914902,-206357,3412,f,78
ScrapMetalPart,925826,-204970,2996,f,78
BrittleBush,918378,-195806,4596,f,78
BasaltOre,925314,-204694,3063,f,78
FuelCellPart,918166,-189279,3123,f,78
ScrapMetalWreckage,915681,-201861,4216,f,78
ScrapMetalWreckage,914036,-195611,5461,f,78
AzuritePickup,926762,-202238,3058,f,78
RhyolitePickup,914903,-206861,3380,f,78
ScrapMetalWreckage,922330,-201017,5144,f,78
ScrapMetalPart,925542,-200704,3675,f,78
ScrapMetalPart,934172,-181027,5323,f,71
AzuritePickup,913992,-188752,3107,f,78
FuelCellPart,922058,-201409,5129,f,78
AzuriteOre,916330,-189411,3376,f,78
ScrapMetalPart,933792,-181478,5170,f,71
ScrapMetalWreckage,910145,-205451,3207,f,78
BrittleBush,918642,-193409,4434,f,78
ScrapMetalPart,926042,-203644,3055,f,78
FuelCellWreckage,913741,-194913,5475,f,78
RhyolitePickup,918807,-188972,3127,f,78
ScrapMetalPart,922329,-201286,5136,f,78
RhyolitePickup,920794,-198559,4145,f,78
TitaniumOre,917809,-195764,5262,f,78
ScrapMetalWreckage,909968,-195201,4377,f,78
FuelCellPart,916020,-191633,6261,f,78
FuelCellPart,940792,-184009,5826,f,71
FuelCellPart,921283,-187431,3685,f,78
ScrapMetalPart,933876,-180086,5453,f,71
ScrapMetalPart,919768,-191955,4071,f,78
ScrapMetalWreckage,933636,-181377,5132,f,71
ScrapMetalWreckage,919786,-191750,4054,f,78
BauxitePickup,917460,-210741,2887,f,78
FuelCellPart,905377,-192874,2958,f,78
TitaniumOre,918986,-199021,4337,f,78
ScrapMetalWreckage,927850,-200926,2930,f,78
BrittleBush,942379,-182739,5807,f,71
FuelCellPart,940879,-184267,5897,f,71
AzuritePickup,918911,-201188,6162,f,78
BasaltPickup,922720,-208184,7581,f,78
AzuritePickup,913840,-205320,3304,f,78
ScrapMetalPart,938225,-184469,5733,f,71
RhyolitePickup,915068,-188681,3287,f,78
ScrapMetalPart,919722,-211090,3264,f,78
ScrapMetalWreckage,919252,-201216,6146,f,78
ScrapMetalWreckage,910286,-189735,2817,f,78
ScrapMetalWreckage,916875,-188677,3016,f,78
ScrapMetalPart,912730,-188630,2823,f,78
FuelCellPart,907130,-191544,2932,f,78
RhyolitePickup,915746,-207470,3518,f,78
ScrapMetalPart,932484,-178332,5705,f,71
ScrapMetalWreckage,926385,-197297,4491,f,78
ScrapMetalWreckage,911042,-204898,3101,f,78
FuelCellPart,902682,-194118,3289,f,78
FuelCellPart,903740,-193798,2977,f,78
BauxiteOre,917741,-210435,2971,f,78
ScrapMetalPart,913037,-198896,4099,f,78
ScrapMetalWreckage,910452,-202170,3010,f,78
ScrapMetalPart,922195,-205467,7757,f,78
FuelCellWreckage,940693,-184420,5898,f,71
ScrapMetalPart,909820,-195426,4375,f,78
BasaltPickup,925278,-204285,3054,f,78
ScrapMetalWreckage,908730,-194445,3971,f,78
RhyolitePickup,909936,-196053,4443,f,78
ScrapMetalWreckage,937980,-184568,5756,f,71
ScrapMetalPart,915716,-204447,3891,f,78
FuelCellPart,925587,-206256,3124,f,78
ScrapMetalPart,914293,-195687,5460,f,78
ScrapMetalPart,910483,-205394,3204,f,78
ScrapMetalPart,910020,-189702,2804,f,78
TitaniumPickup,917573,-195541,5269,f,78
FuelCellPart,918157,-196680,4522,f,78
RhyolitePickup,908769,-205621,2991,f,78
RhyolitePickup,910601,-193985,4744,f,78
ScrapMetalPart,932857,-179046,5494,f,71
ScrapMetalWreckage,914310,-200599,4001,f,78
ScrapMetalPart,919463,-199126,4224,f,78
ScrapMetalWreckage,933917,-180344,5383,f,71
BrittleBush,926276,-200706,3444,f,78
FuelCellPart,913908,-195129,5460,f,78
ScrapMetalPart,913895,-196958,4553,f,78
FuelCellWreckage,914350,-205737,3403,f,78
ScrapMetalPart,910245,-205194,3190,f,78
AzuritePickup,913580,-199042,4005,f,78
ScrapMetalPart,926442,-197194,4507,f,78
BrittleBush,925658,-204068,3033,f,78
RhyolitePickup,933043,-178838,5561,f,71
FuelCellPart,914615,-205693,3434,f,78
ScrapMetalPart,904531,-192704,2848,f,78
AzuritePickup,908377,-194769,4038,f,78
BrittleBush,934949,-179949,5767,f,71
ScrapMetalPart,932882,-179872,5294,f,71
FuelCellPart,913467,-188482,2921,f,78
ScrapMetalPart,911955,-189534,2908,f,78
TitaniumPickup,918989,-199431,4368,f,78
FuelCellWreckage,918410,-196749,4434,f,78
TitaniumOre,916200,-194022,6384,f,78
ScrapMetalPart,908667,-194182,3899,f,78
ScrapMetalWreckage,918895,-194521,4488,f,78
ScrapMetalPart,912223,-189302,2887,f,78
ScrapMetalPart,1004966,-125737,1498,f,71
ScrapMetalPart,1007752,-136736,1156,f,71
BrittleBush,1011804,-127827,1666,f,71
FuelCellPart,1006101,-126767,1397,f,71
ScrapMetalPart,1010270,-127758,1479,f,71
BrittleBush,1011796,-127250,1585,f,71
ScrapMetalPart,1010598,-127225,1442,f,71
BrittleBush,1008393,-127536,1374,f,71
NoIcon,1008969,-121619,3434,f,0
Cave,1012862,-118292,1758,t,71
Cave,1009363,-121665,3374,t,71
FuelCellPart,998878,-135617,1054,f,71
BrittleBush,1002218,-137546,1981,f,71
BrittleBush,998681,-135878,1043,f,71
RhyolitePickup,1000518,-134969,1077,f,71
ScrapMetalWreckage,962152,-433769,756,f,78
ScrapMetalPart,956010,-442311,4167,f,78
AzuriteOre,950681,-445502,6782,f,78
ScrapMetalWreckage,955142,-451809,742,f,78
ScrapMetalWreckage,953048,-449205,3000,f,78
BrittleBush,948743,-442903,2268,f,78
AzuriteOre,959868,-434254,4999,f,78
AzuritePickup,957675,-448020,706,f,78
FuelCellPart,951867,-449789,2586,f,78
AzuriteOre,949231,-444996,4670,f,78
ScrapMetalPart,955652,-441835,4262,f,78
AzuriteOre,952732,-448923,3450,f,78
FuelCellPart,-207516,88300,2500,f,31
BrittleBush,-219869,65864,1496,f,41
ScrapMetalWreckage,-205519,87185,1991,f,31
ScrapMetalPart,-199945,84653,889,f,31
ScrapMetalPart,-199918,87467,1350,f,31
ScrapMetalWreckage,-200531,84811,877,f,31
ScrapMetalPart,955858,-434026,2940,f,78
AzuriteOre,955366,-446581,2793,f,78
RhyolitePickup,954254,-435651,1985,f,78
RhyolitePickup,950461,-450071,2776,f,78
BrittleBush,955786,-446645,2229,f,78
ScrapMetalWreckage,956253,-442365,4150,f,78
FuelCellPart,953684,-453259,699,f,78
ScrapMetalPart,954773,-451662,817,f,78
AzuritePickup,953288,-442106,2524,f,78
ScrapMetalPart,953606,-445087,3756,f,78
RhyolitePickup,954752,-452245,666,f,78
ScrapMetalWreckage,950021,-440285,2489,f,78
ScrapMetalPart,953148,-437540,2003,f,78
ScrapMetalPart,962168,-434000,765,f,78
BasaltOre,955413,-441326,4281,f,78
FuelCellPart,946375,-449232,974,f,78
AzuriteOre,955461,-445094,2865,f,78
ScrapMetalPart,955373,-451672,752,f,78
ScrapMetalWreckage,956028,-434036,2925,f,78
AzuriteOre,957318,-432463,2866,f,78
AzuriteOre,956846,-440114,3723,f,78
BrittleBush,957653,-441345,3068,f,78
AzuriteOre,955010,-436545,2910,f,78
FuelCellPart,952877,-438901,2319,f,78
FuelCellPart,952475,-436424,1960,f,78
ScrapMetalWreckage,960853,-432209,938,f,78
AzuriteOre,949991,-449257,3560,f,78
ScrapMetalPart,946777,-450042,804,f,78
BasaltPickup,954220,-447585,3497,f,78
ScrapMetalWreckage,950896,-452292,736,f,78
BrittleBush,958747,-440292,1196,f,78
RhyolitePickup,956532,-436643,3769,f,78
BasaltOre,954066,-447271,3542,f,78
BrittleBush,958751,-431809,1536,f,78
AzuriteOre,953456,-442487,2535,f,78
ScrapMetalPart,957579,-445814,1104,f,78
BasaltPickup,955530,-441595,4337,f,78
ScrapMetalWreckage,954546,-451800,805,f,78
ScrapMetalPart,961053,-432221,921,f,78
RhyoliteOre,953463,-431032,3062,f,78
AzuritePickup,952960,-453173,672,f,78
FuelCellWreckage,955839,-435323,3310,f,78
AzuriteOre,953590,-448785,3734,f,78
ScrapMetalWreckage,946615,-449831,855,f,78
AzuriteOre,949374,-448533,4029,f,78
ScrapMetalPart,950632,-452311,679,f,78
AzuriteOre,957107,-436648,4522,f,78
ScrapMetalPart,962031,-436075,970,f,78
RhyolitePickup,957797,-439051,3620,f,78
FuelCellWreckage,956191,-449093,1273,f,78
ScrapMetalWreckage,958102,-440784,3020,f,78
RhyolitePickup,950219,-445083,6294,f,78
RhyolitePickup,950986,-445326,6223,f,78
AzuriteOre,953598,-446076,4595,f,78
AzuritePickup,955431,-444011,2248,f,78
FuelCellPart,962324,-434393,747,f,78
RhyolitePickup,953400,-431200,3068,f,78
ScrapMetalPart,956879,-447668,1028,f,78
ScrapMetalPart,952789,-442411,2563,f,78
AzuriteOre,950286,-446158,8541,f,78
FuelCellPart,953376,-434563,1807,f,78
ScrapMetalPart,957165,-448026,904,f,78
BrittleBush,952146,-447287,7159,f,78
ScrapMetalPart,960090,-440841,710,f,78
FuelCellWreckage,953553,-453031,684,f,78
ScrapMetalWreckage,962089,-436308,967,f,78
FuelCellPart,957209,-441158,3127,f,78
AzuriteOre,952479,-444115,4680,f,78
RhyolitePickup,947841,-451353,571,f,78
ScrapMetalWreckage,957133,-448038,913,f,78
RhyolitePickup,959442,-443994,630,f,78
BasaltPickup,954417,-436589,2222,f,78
ScrapMetalPart,952870,-449346,2918,f,78
FuelCellPart,956254,-448812,1243,f,78
BasaltOre,954367,-436216,2144,f,78
ScrapMetalPart,950001,-440090,2531,f,78
BauxiteOre,954661,-439274,4323,f,78
AzuritePickup,957732,-445537,1109,f,78
AzuriteOre,956878,-438886,3994,f,78
Shipwreck,517238,-612668,1866,t,52
Shipwreck,519003,-600697,752,t,52
Shipwreck,502189,-605068,1838,t,52
BasaltPickup,-215768,73643,1182,f,41
ScrapMetalWreckage,-219916,72930,1350,f,41
NoIcon,508840,-609457,3863,f,0
Hazard_Radiation,509777,-602432,1756,f,52
RhyolitePickup,-200208,86330,1127,f,31
ScrapMetalPart,510167,-602354,1236,f,52
ScrapMetalPart,513118,-608468,2540,f,52
Hazard_Radiation,512308,-612641,2947,f,52
ScrapMetalPart,510147,-604973,2140,f,52
Hazard_Radiation,509819,-614386,3136,f,52
ScrapMetalPart,510531,-614553,2739,f,52
FuelCellPart,813128,166680,2991,f,76
ScrapMetalWreckage,811186,180081,2738,f,76
RhyolitePickup,812270,169998,3725,f,76
ScrapMetalPart,811199,179913,2740,f,76
BrittleBush,803175,177267,2572,f,76
AzuritePickup,812508,175736,3542,f,76
ScrapMetalWreckage,813050,172530,3624,f,76
RhyolitePickup,813798,172782,3620,f,76
ScrapMetalPart,-195519,90462,3355,f,31
AzuritePickup,-183621,92042,468,f,32
FuelCellPart,-208090,82467,789,f,31
AzuritePickup,-196930,85982,1151,f,31
ScrapMetalWreckage,-199316,87188,1374,f,31
ScrapMetalWreckage,-173604,86158,1082,f,32
RhyolitePickup,-214972,67867,1271,f,41
BasaltOre,801960,170709,8853,f,76
ScrapMetalPart,817242,170936,3051,f,76
BrittleBush,811896,172193,3800,f,76
BasaltOre,802025,172300,18654,f,76
ScrapMetalPart,815678,169402,3021,f,76
ScrapMetalPart,812908,172655,3639,f,76
ScrapMetalPart,814281,170838,3467,f,76
BasaltPickup,816152,180101,2611,f,76
ScrapMetalWreckage,811538,164829,2991,f,76
BrittleBush,819165,176997,3204,f,76
BrittleBush,817210,172435,3324,f,76
ScrapMetalPart,815165,166128,2612,f,76
RhyolitePickup,812272,166014,2918,f,76
FuelCellPart,813320,168358,3363,f,76
BrittleBush,812227,170509,3698,f,76
RhyolitePickup,823751,166868,1485,f,76
BrittleBush,817499,180365,2876,f,76
FuelCellPart,814905,166527,2735,f,76
ScrapMetalPart,823688,167563,1691,f,76
ScrapMetalPart,812614,165742,2879,f,76
ScrapMetalWreckage,812802,181749,2693,f,76
AzuritePickup,807264,178446,2836,f,76
ScrapMetalPart,812536,181734,2719,f,76
FuelCellPart,808386,176860,3351,f,76
FuelCellPart,815439,165979,2547,f,76
ScrapMetalWreckage,823584,167808,1767,f,76
ScrapMetalPart,818676,171672,2965,f,76
ScrapMetalPart,818969,171181,2825,f,76
ScrapMetalWreckage,815106,165862,2670,f,76
BasaltOre,800324,172677,13626,f,76
BasaltPickup,814059,179517,3095,f,76
BasaltPickup,817686,178068,2900,f,76
BrittleBush,805219,178473,2741,f,76
AzuritePickup,806916,178493,2837,f,76
BrittleBush,818492,176719,2900,f,76
BasaltPickup,801734,170786,8800,f,76
FuelCellPart,819086,168693,2257,f,76
FuelCellPart,809685,177528,3148,f,76
RhyolitePickup,816424,180005,2554,f,76
BrittleBush,814804,178516,3554,f,76
BasaltPickup,819896,173688,2618,f,76
BrittleBush,805874,164980,3145,f,76
BasaltPickup,800378,172298,13581,f,76
ScrapMetalPart,811758,164930,2998,f,76
FuelCellPart,818230,169383,2556,f,76
BasaltOre,817716,177663,2894,f,76
ScrapMetalWreckage,818696,171201,2875,f,76
BrittleBush,802146,177203,2771,f,76
BasaltOre,813844,179151,3237,f,76
BasaltOre,815815,179940,2760,f,76
AzuritePickup,818165,165684,1982,f,76
ScrapMetalPart,845620,111705,1167,f,76
BrittleBush,849532,113206,1337,f,76
ScrapMetalPart,842782,108246,787,f,76
ScrapMetalPart,836140,101730,989,f,76
FuelCellPart,821881,111354,1202,f,76
BrittleBush,833771,103938,1157,f,76
ScrapMetalPart,849851,112457,1580,f,76
BasaltOre,824910,104650,4447,f,76
FuelCellPart,827129,99672,4071,f,76
ScrapMetalPart,845691,112852,1314,f,76
FuelCellPart,852461,108143,1480,f,76
ScrapMetalPart,846138,106894,1278,f,76
BrittleBush,823212,123460,905,f,76
BrittleBush,825429,111420,1232,f,76
FuelCellPart,845927,111896,1231,f,76
ScrapMetalPart,827474,109921,1844,f,76
ScrapMetalPart,820671,103255,3676,f,76
ScrapMetalWreckage,822028,109803,1388,f,76
FuelCellPart,850888,113309,1674,f,76
RhyolitePickup,822044,100338,3976,f,76
ScrapMetalPart,817180,115513,5265,f,76
FuelCellPart,818159,111185,1692,f,76
ScrapMetalPart,826566,107333,2584,f,76
RhyolitePickup,847858,113409,1336,f,76
ScrapMetalPart,828462,107777,2787,f,76
ScrapMetalPart,821401,104517,3329,f,76
RhyolitePickup,819729,122476,940,f,76
ScrapMetalPart,825632,107406,2440,f,76
RhyolitePickup,846404,111307,1491,f,76
FuelCellPart,847316,113363,1380,f,76
BasaltOre,826102,122324,3682,f,76
ScrapMetalPart,827908,109048,2176,f,76
ScrapMetalPart,821940,104851,3306,f,76
FuelCellPart,827751,115407,862,f,76
BrittleBush,822600,100831,4062,f,76
ScrapMetalWreckage,836105,101950,980,f,76
BasaltPickup,828970,118247,2598,f,76
ScrapMetalPart,825873,107947,2294,f,76
BasaltPickup,816755,116397,5253,f,76
ScrapMetalWreckage,826786,107349,2606,f,76
FuelCellPart,839809,105816,1018,f,76
BasaltOre,820928,115943,1116,f,76
ScrapMetalWreckage,828204,107664,2780,f,76
ScrapMetalPart,836526,101520,1073,f,76
ScrapMetalPart,826782,111737,1242,f,76
FuelCellPart,827096,107650,2559,f,76
FuelCellPart,840287,107050,635,f,76
BasaltOre,850583,107654,1624,f,76
BasaltOre,817149,116282,5245,f,76
BasaltPickup,825802,122044,3703,f,76
ScrapMetalWreckage,817054,121541,2683,f,76
RhyolitePickup,834591,100877,910,f,76
ScrapMetalPart,821935,105430,3176,f,76
BrittleBush,851939,113838,1857,f,76
FuelCellPart,833972,105455,1072,f,76
RhyolitePickup,821970,118342,1002,f,76
AzuritePickup,824984,116050,951,f,76
ScrapMetalPart,817294,115292,5262,f,76
BasaltPickup,817293,112425,2133,f,76
BasaltPickup,850734,108000,1647,f,76
RhyolitePickup,831694,108799,1537,f,76
BasaltPickup,820648,115568,1161,f,76
ScrapMetalWreckage,825837,107686,2370,f,76
ScrapMetalPart,849855,106533,1741,f,76
ScrapMetalPart,840426,106187,771,f,76
ScrapMetalPart,847894,114011,1462,f,76
ScrapMetalWreckage,840629,106361,706,f,76
ScrapMetalPart,824554,124017,1144,f,76
RhyolitePickup,843884,110477,1017,f,76
ScrapMetalWreckage,817312,114997,5248,f,76
BrittleBush,820136,120979,1054,f,76
FuelCellPart,816505,121234,2820,f,76
ScrapMetalWreckage,826575,111557,1252,f,76
ScrapMetalPart,823802,106212,2669,f,76
ScrapMetalWreckage,821839,104986,3268,f,76
FuelCellPart,840948,106313,653,f,76
ScrapMetalPart,826077,103101,5757,f,76
ScrapMetalWreckage,820917,103356,3718,f,76
ScrapMetalPart,816980,121357,2750,f,76
ScrapMetalWreckage,845680,112841,1308,f,76
FuelCellPart,834196,105086,1056,f,76
BrittleBush,853858,110925,1557,f,76
BasaltOre,821618,111788,1189,f,76
RhyolitePickup,828545,110575,1764,f,76
ScrapMetalWreckage,849837,106544,1740,f,76
BasaltOre,817204,111994,2057,f,76
BasaltOre,828776,117997,2626,f,76
ScrapMetalPart,822045,109738,1406,f,76
ScrapMetalPart,820104,112135,1308,f,76
RhyolitePickup,829732,93550,1180,f,76
BasaltOre,829220,88764,3805,f,72
AzuritePickup,824020,82915,1086,f,72
ScrapMetalPart,832975,99759,1093,f,76
BasaltPickup,830886,98390,1414,f,76
